id,from_account_id,to_account_id,amount,timestamp,type,description,flagged,pattern
TX_405,BANK_1,BANK_2,49477,2023-06-01T02:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_406,BANK_1,BANK_2,49385,2023-06-01T04:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_407,BANK_1,BANK_2,49125,2023-06-01T06:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_408,BANK_1,BANK_2,49064,2023-06-01T08:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_409,BANK_1,BANK_2,49179,2023-06-01T10:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_410,BANK_1,BANK_2,49422,2023-06-01T12:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_411,BANK_1,BANK_2,49292,2023-06-01T14:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_412,BANK_1,BANK_2,49167,2023-06-01T16:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_413,BANK_1,BANK_2,49113,2023-06-01T18:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_414,BANK_1,BANK_2,49428,2023-06-01T20:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_415,BANK_1,BANK_2,49368,2023-06-01T22:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_416,BANK_1,BANK_2,49237,2023-06-02T00:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_417,BANK_1,BANK_2,49005,2023-06-02T02:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_418,BANK_1,BANK_2,49304,2023-06-02T04:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_419,BANK_1,BANK_2,49329,2023-06-02T06:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_420,BANK_1,BANK_2,49298,2023-06-02T08:30:00.000Z,NEFT,Consulting Fee,1,STRUCTURING
TX_357,BANK_25,BANK_40,18548,2023-06-08T03:24:41.067Z,NEFT,Transfer,,NORMAL
TX_147,BANK_15,BANK_72,16507,2023-06-11T23:55:15.813Z,UPI,Transfer,,NORMAL
TX_276,BANK_58,BANK_47,22683,2023-06-19T01:50:09.322Z,UPI,Transfer,,NORMAL
TX_313,BANK_16,BANK_40,15481,2023-06-20T06:28:05.140Z,NEFT,Transfer,,NORMAL
TX_133,BANK_82,BANK_35,32256,2023-06-22T06:18:07.656Z,UPI,Transfer,,NORMAL
TX_16,BANK_39,BANK_14,11200,2023-06-23T03:22:32.312Z,UPI,Transfer,,NORMAL
TX_386,BANK_15,BANK_61,29193,2023-06-24T17:53:43.290Z,NEFT,Transfer,,NORMAL
TX_2,BANK_13,BANK_37,31036,2023-06-28T18:04:23.754Z,UPI,Transfer,,NORMAL
TX_175,BANK_7,BANK_22,33639,2023-06-30T06:19:03.303Z,NEFT,Transfer,,NORMAL
TX_63,BANK_24,BANK_33,18860,2023-07-03T12:21:58.015Z,NEFT,Transfer,,NORMAL
TX_322,BANK_38,BANK_18,19284,2023-07-03T14:28:56.779Z,NEFT,Transfer,,NORMAL
TX_157,BANK_66,BANK_2,17505,2023-07-03T15:55:42.945Z,NEFT,Transfer,,NORMAL
TX_86,BANK_13,BANK_19,42538,2023-07-05T17:11:44.964Z,NEFT,Transfer,,NORMAL
TX_277,BANK_67,BANK_43,15858,2023-07-08T02:16:47.119Z,UPI,Transfer,,NORMAL
TX_231,BANK_91,BANK_14,29354,2023-07-08T15:25:43.517Z,NEFT,Transfer,,NORMAL
TX_268,BANK_36,BANK_84,676,2023-07-10T01:57:41.974Z,NEFT,Transfer,,NORMAL
TX_161,BANK_7,BANK_28,48462,2023-07-15T21:58:01.799Z,NEFT,Transfer,,NORMAL
TX_286,BANK_76,BANK_31,35251,2023-07-17T17:09:50.776Z,UPI,Transfer,,NORMAL
TX_73,BANK_14,BANK_4,12203,2023-07-18T13:31:50.554Z,NEFT,Transfer,,NORMAL
TX_219,BANK_6,BANK_82,13228,2023-07-24T04:28:25.035Z,NEFT,Transfer,,NORMAL
TX_101,BANK_19,BANK_35,1399,2023-07-24T05:58:41.113Z,NEFT,Transfer,,NORMAL
TX_378,BANK_10,BANK_76,10049,2023-07-25T06:45:26.818Z,UPI,Transfer,,NORMAL
TX_76,BANK_85,BANK_74,30947,2023-07-27T20:35:16.064Z,NEFT,Transfer,,NORMAL
TX_171,BANK_54,BANK_29,25338,2023-08-02T09:26:45.872Z,UPI,Transfer,,NORMAL
TX_216,BANK_65,BANK_49,9758,2023-08-04T02:33:58.088Z,UPI,Transfer,,NORMAL
TX_39,BANK_100,BANK_6,35911,2023-08-08T16:15:42.784Z,NEFT,Transfer,,NORMAL
TX_284,BANK_82,BANK_49,43372,2023-08-09T04:57:16.736Z,NEFT,Transfer,,NORMAL
TX_200,BANK_93,BANK_20,36230,2023-08-10T06:35:02.690Z,UPI,Transfer,,NORMAL
TX_166,BANK_61,BANK_55,34451,2023-08-10T23:12:16.394Z,UPI,Transfer,,NORMAL
TX_25,BANK_89,BANK_72,16836,2023-08-11T14:53:22.640Z,NEFT,Transfer,,NORMAL
TX_193,BANK_4,BANK_88,32349,2023-08-19T00:13:18.448Z,NEFT,Transfer,,NORMAL
TX_72,BANK_4,BANK_95,38106,2023-08-24T19:43:59.474Z,UPI,Transfer,,NORMAL
TX_131,BANK_66,BANK_98,7719,2023-08-26T14:38:18.971Z,NEFT,Transfer,,NORMAL
TX_223,BANK_73,BANK_52,46936,2023-09-05T14:01:48.092Z,NEFT,Transfer,,NORMAL
TX_8,BANK_73,BANK_28,45787,2023-09-05T17:28:22.757Z,NEFT,Transfer,,NORMAL
TX_421,BANK_3,BANK_4,250000,2023-09-09T18:30:01.000Z,NEFT,Loan,1,CIRCULAR
TX_422,BANK_4,BANK_5,245000,2023-09-10T18:30:00.000Z,NEFT,Vendor Payment,1,CIRCULAR
TX_423,BANK_5,BANK_3,240000,2023-09-11T18:30:00.000Z,NEFT,Refund,1,CIRCULAR
TX_246,BANK_75,BANK_25,8195,2023-09-21T10:34:14.969Z,UPI,Transfer,,NORMAL
TX_22,BANK_13,BANK_38,43773,2023-09-27T05:20:55.608Z,NEFT,Transfer,,NORMAL
TX_395,BANK_12,BANK_18,29782,2023-09-30T13:19:17.102Z,UPI,Transfer,,NORMAL
TX_258,BANK_13,BANK_9,31615,2023-10-06T23:13:20.738Z,UPI,Transfer,,NORMAL
TX_136,BANK_93,BANK_61,8615,2023-10-06T23:16:28.315Z,NEFT,Transfer,,NORMAL
TX_335,BANK_83,BANK_97,9473,2023-10-07T12:09:59.861Z,UPI,Transfer,,NORMAL
TX_159,BANK_77,BANK_26,32596,2023-10-11T03:32:36.134Z,UPI,Transfer,,NORMAL
TX_84,BANK_68,BANK_86,15417,2023-10-16T21:14:15.452Z,NEFT,Transfer,,NORMAL
TX_93,BANK_25,BANK_6,48653,2023-10-22T01:30:11.525Z,UPI,Transfer,,NORMAL
TX_348,BANK_30,BANK_46,1449,2023-10-24T18:25:38.247Z,NEFT,Transfer,,NORMAL
TX_1,BANK_98,BANK_26,47661,2023-10-26T05:54:00.188Z,NEFT,Transfer,,NORMAL
TX_289,BANK_5,BANK_40,46931,2023-10-28T22:51:09.187Z,UPI,Transfer,,NORMAL
TX_170,BANK_20,BANK_34,33069,2023-11-07T08:04:23.876Z,NEFT,Transfer,,NORMAL
TX_271,BANK_20,BANK_84,28333,2023-11-11T06:18:25.733Z,UPI,Transfer,,NORMAL
TX_196,BANK_50,BANK_33,2591,2023-11-17T03:20:35.740Z,NEFT,Transfer,,NORMAL
TX_351,BANK_3,BANK_50,34108,2023-11-22T00:35:15.041Z,NEFT,Transfer,,NORMAL
TX_339,BANK_83,BANK_5,34510,2023-11-22T07:59:49.777Z,UPI,Transfer,,NORMAL
TX_3,BANK_84,BANK_54,11597,2023-11-24T23:20:48.898Z,NEFT,Transfer,,NORMAL
TX_342,BANK_24,BANK_90,26160,2023-11-30T13:21:45.377Z,NEFT,Transfer,,NORMAL
TX_217,BANK_34,BANK_80,4378,2023-12-05T21:27:28.607Z,UPI,Transfer,,NORMAL
TX_127,BANK_39,BANK_10,46249,2023-12-06T09:01:33.030Z,UPI,Transfer,,NORMAL
TX_308,BANK_68,BANK_63,26852,2023-12-09T06:44:57.756Z,UPI,Transfer,,NORMAL
TX_281,BANK_93,BANK_89,36506,2023-12-10T10:46:02.682Z,NEFT,Transfer,,NORMAL
TX_203,BANK_99,BANK_9,43454,2023-12-12T12:19:02.985Z,UPI,Transfer,,NORMAL
TX_354,BANK_30,BANK_18,50081,2023-12-13T07:38:06.761Z,NEFT,Transfer,,NORMAL
TX_59,BANK_87,BANK_7,37282,2023-12-15T07:36:05.059Z,NEFT,Transfer,,NORMAL
TX_263,BANK_17,BANK_30,20221,2023-12-18T05:48:26.559Z,UPI,Transfer,,NORMAL
TX_19,BANK_17,BANK_84,9705,2023-12-26T04:18:27.349Z,NEFT,Transfer,,NORMAL
TX_312,BANK_98,BANK_7,41627,2023-12-28T09:33:54.674Z,NEFT,Transfer,,NORMAL
TX_241,BANK_78,BANK_85,25219,2023-12-30T20:06:26.076Z,UPI,Transfer,,NORMAL
TX_303,BANK_30,BANK_27,27801,2024-01-01T14:39:02.676Z,UPI,Transfer,,NORMAL
TX_156,BANK_34,BANK_36,14309,2024-01-06T21:37:02.924Z,UPI,Transfer,,NORMAL
TX_350,BANK_43,BANK_70,7510,2024-01-09T05:04:13.807Z,NEFT,Transfer,,NORMAL
TX_149,BANK_56,BANK_98,41543,2024-01-11T05:50:51.924Z,UPI,Transfer,,NORMAL
TX_60,BANK_57,BANK_2,22859,2024-01-11T08:25:09.629Z,UPI,Transfer,,NORMAL
TX_190,BANK_49,BANK_100,42111,2024-01-13T21:45:05.122Z,UPI,Transfer,,NORMAL
TX_298,BANK_21,BANK_1,13989,2024-01-14T07:13:16.692Z,NEFT,Transfer,,NORMAL
TX_100,BANK_7,BANK_58,22835,2024-01-16T03:39:53.151Z,UPI,Transfer,,NORMAL
TX_250,BANK_36,BANK_28,26556,2024-01-20T20:31:04.698Z,UPI,Transfer,,NORMAL
TX_300,BANK_45,BANK_61,23391,2024-01-21T11:23:24.893Z,NEFT,Transfer,,NORMAL
TX_134,BANK_71,BANK_19,19861,2024-01-30T01:15:00.153Z,NEFT,Transfer,,NORMAL
TX_111,BANK_55,BANK_44,3965,2024-01-30T03:59:51.215Z,NEFT,Transfer,,NORMAL
TX_323,BANK_16,BANK_87,45249,2024-01-30T06:36:28.637Z,UPI,Transfer,,NORMAL
TX_129,BANK_22,BANK_60,17637,2024-01-31T02:23:38.567Z,NEFT,Transfer,,NORMAL
TX_64,BANK_20,BANK_68,20550,2024-02-02T06:07:14.777Z,UPI,Transfer,,NORMAL
TX_141,BANK_55,BANK_53,41095,2024-02-04T00:42:58.389Z,UPI,Transfer,,NORMAL
TX_31,BANK_78,BANK_89,26012,2024-02-05T21:50:31.209Z,UPI,Transfer,,NORMAL
TX_143,BANK_70,BANK_23,17668,2024-02-12T18:46:58.971Z,UPI,Transfer,,NORMAL
TX_424,BANK_7,BANK_6,16826,2024-02-15T00:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_425,BANK_8,BANK_6,16507,2024-02-15T01:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_426,BANK_9,BANK_6,16954,2024-02-15T02:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_427,BANK_10,BANK_6,15199,2024-02-15T03:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_428,BANK_11,BANK_6,24269,2024-02-15T04:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_429,BANK_12,BANK_6,24719,2024-02-15T05:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_430,BANK_13,BANK_6,24655,2024-02-15T06:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_431,BANK_14,BANK_6,16163,2024-02-15T07:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_432,BANK_15,BANK_6,20833,2024-02-15T08:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_433,BANK_16,BANK_6,23795,2024-02-15T09:30:00.000Z,UPI,Gift,1,MULE_GATHER
TX_309,BANK_71,BANK_61,29567,2024-02-15T10:49:56.358Z,NEFT,Transfer,,NORMAL
TX_382,BANK_24,BANK_79,30683,2024-02-16T11:06:12.736Z,NEFT,Transfer,,NORMAL
TX_247,BANK_24,BANK_46,36689,2024-02-18T18:34:57.918Z,UPI,Transfer,,NORMAL
TX_145,BANK_9,BANK_57,16052,2024-02-19T11:59:09.224Z,UPI,Transfer,,NORMAL
TX_304,BANK_21,BANK_97,8329,2024-02-21T05:43:55.958Z,UPI,Transfer,,NORMAL
TX_253,BANK_33,BANK_75,37352,2024-02-22T18:19:32.815Z,NEFT,Transfer,,NORMAL
TX_390,BANK_45,BANK_94,5211,2024-02-28T20:33:36.715Z,UPI,Transfer,,NORMAL
TX_55,BANK_100,BANK_61,13940,2024-03-06T17:12:10.856Z,NEFT,Transfer,,NORMAL
TX_121,BANK_13,BANK_77,49120,2024-03-09T05:14:26.084Z,NEFT,Transfer,,NORMAL
TX_389,BANK_13,BANK_98,32250,2024-03-13T10:37:59.378Z,NEFT,Transfer,,NORMAL
TX_172,BANK_67,BANK_16,13156,2024-03-13T19:38:24.619Z,UPI,Transfer,,NORMAL
TX_317,BANK_38,BANK_84,28189,2024-03-14T23:21:41.433Z,UPI,Transfer,,NORMAL
TX_341,BANK_12,BANK_39,36540,2024-03-15T19:34:36.324Z,NEFT,Transfer,,NORMAL
TX_331,BANK_81,BANK_11,33028,2024-03-21T09:47:50.583Z,UPI,Transfer,,NORMAL
TX_234,BANK_6,BANK_33,18583,2024-03-23T20:49:33.309Z,NEFT,Transfer,,NORMAL
TX_290,BANK_19,BANK_50,30443,2024-03-29T11:47:11.419Z,NEFT,Transfer,,NORMAL
TX_318,BANK_54,BANK_11,15292,2024-04-02T02:41:33.261Z,NEFT,Transfer,,NORMAL
TX_370,BANK_65,BANK_26,41653,2024-04-04T06:05:54.871Z,UPI,Transfer,,NORMAL
TX_151,BANK_97,BANK_90,33204,2024-04-13T15:05:35.906Z,NEFT,Transfer,,NORMAL
TX_369,BANK_94,BANK_97,36426,2024-04-16T05:07:25.026Z,NEFT,Transfer,,NORMAL
TX_67,BANK_63,BANK_87,5340,2024-04-17T05:56:39.947Z,NEFT,Transfer,,NORMAL
TX_296,BANK_42,BANK_79,13783,2024-04-25T10:16:36.139Z,NEFT,Transfer,,NORMAL
TX_107,BANK_42,BANK_20,31057,2024-05-02T19:48:26.054Z,NEFT,Transfer,,NORMAL
TX_344,BANK_82,BANK_8,12141,2024-05-03T15:57:33.130Z,NEFT,Transfer,,NORMAL
TX_222,BANK_47,BANK_69,6854,2024-05-05T02:48:45.876Z,NEFT,Transfer,,NORMAL
TX_262,BANK_30,BANK_3,5203,2024-05-07T22:35:30.267Z,NEFT,Transfer,,NORMAL
TX_209,BANK_97,BANK_93,16248,2024-05-16T00:01:44.334Z,UPI,Transfer,,NORMAL
TX_49,BANK_70,BANK_25,27895,2024-05-21T02:29:28.131Z,NEFT,Transfer,,NORMAL
TX_138,BANK_52,BANK_45,49921,2024-05-21T20:54:47.954Z,NEFT,Transfer,,NORMAL
TX_380,BANK_9,BANK_72,18998,2024-06-01T02:33:16.012Z,NEFT,Transfer,,NORMAL
TX_302,BANK_71,BANK_52,39729,2024-06-16T15:14:10.132Z,UPI,Transfer,,NORMAL
TX_186,BANK_21,BANK_93,614,2024-06-21T01:48:07.131Z,NEFT,Transfer,,NORMAL
TX_137,BANK_18,BANK_97,18858,2024-06-21T06:14:04.047Z,UPI,Transfer,,NORMAL
TX_248,BANK_9,BANK_74,23841,2024-06-23T03:09:54.126Z,UPI,Transfer,,NORMAL
TX_115,BANK_85,BANK_68,6138,2024-06-25T12:34:59.458Z,NEFT,Transfer,,NORMAL
TX_282,BANK_59,BANK_11,11947,2024-06-26T11:35:09.753Z,NEFT,Transfer,,NORMAL
TX_240,BANK_41,BANK_74,13913,2024-06-29T17:52:59.531Z,UPI,Transfer,,NORMAL
TX_106,BANK_89,BANK_85,36340,2024-07-03T06:05:42.144Z,UPI,Transfer,,NORMAL
TX_336,BANK_87,BANK_70,2471,2024-07-04T19:57:35.513Z,NEFT,Transfer,,NORMAL
TX_28,BANK_74,BANK_43,40393,2024-07-04T20:19:26.803Z,NEFT,Transfer,,NORMAL
TX_52,BANK_92,BANK_30,35500,2024-07-09T21:25:43.764Z,UPI,Transfer,,NORMAL
TX_199,BANK_6,BANK_33,29139,2024-07-10T22:00:09.592Z,NEFT,Transfer,,NORMAL
TX_293,BANK_24,BANK_83,40416,2024-07-14T04:58:55.060Z,NEFT,Transfer,,NORMAL
TX_355,BANK_26,BANK_67,49200,2024-07-18T12:39:26.926Z,UPI,Transfer,,NORMAL
TX_218,BANK_86,BANK_38,7736,2024-07-18T20:04:07.472Z,NEFT,Transfer,,NORMAL
TX_20,BANK_37,BANK_64,7657,2024-07-24T13:59:23.262Z,UPI,Transfer,,NORMAL
TX_42,BANK_23,BANK_43,7681,2024-07-26T19:39:27.880Z,UPI,Transfer,,NORMAL
TX_267,BANK_81,BANK_8,38943,2024-08-02T15:08:35.173Z,UPI,Transfer,,NORMAL
TX_238,BANK_23,BANK_45,29495,2024-08-03T17:27:48.167Z,NEFT,Transfer,,NORMAL
TX_88,BANK_41,BANK_54,40839,2024-08-06T09:16:21.143Z,NEFT,Transfer,,NORMAL
TX_229,BANK_90,BANK_98,39234,2024-08-09T09:37:58.753Z,NEFT,Transfer,,NORMAL
TX_379,BANK_93,BANK_10,30644,2024-08-12T16:24:53.718Z,UPI,Transfer,,NORMAL
TX_257,BANK_83,BANK_89,44232,2024-08-14T04:02:55.047Z,NEFT,Transfer,,NORMAL
TX_366,BANK_56,BANK_13,12578,2024-08-18T03:15:38.379Z,NEFT,Transfer,,NORMAL
TX_373,BANK_61,BANK_90,34796,2024-08-19T17:59:56.853Z,UPI,Transfer,,NORMAL
TX_61,BANK_71,BANK_9,8120,2024-08-22T11:49:57.321Z,UPI,Transfer,,NORMAL
TX_372,BANK_97,BANK_84,24049,2024-08-26T18:57:38.897Z,UPI,Transfer,,NORMAL
TX_110,BANK_66,BANK_49,34700,2024-08-29T22:57:20.666Z,NEFT,Transfer,,NORMAL
TX_325,BANK_60,BANK_2,37307,2024-09-01T18:20:05.933Z,UPI,Transfer,,NORMAL
TX_94,BANK_51,BANK_30,22218,2024-09-02T23:13:46.539Z,UPI,Transfer,,NORMAL
TX_233,BANK_6,BANK_94,25273,2024-09-06T23:04:50.807Z,NEFT,Transfer,,NORMAL
TX_160,BANK_73,BANK_46,32011,2024-09-12T02:17:05.829Z,UPI,Transfer,,NORMAL
TX_80,BANK_74,BANK_47,16478,2024-09-16T05:13:01.734Z,NEFT,Transfer,,NORMAL
TX_83,BANK_22,BANK_96,14696,2024-09-19T06:53:53.584Z,NEFT,Transfer,,NORMAL
TX_235,BANK_70,BANK_84,40957,2024-09-22T18:18:42.167Z,UPI,Transfer,,NORMAL
TX_82,BANK_76,BANK_64,29867,2024-09-24T12:04:59.810Z,NEFT,Transfer,,NORMAL
TX_228,BANK_84,BANK_43,47981,2024-09-28T07:27:03.386Z,UPI,Transfer,,NORMAL
TX_384,BANK_86,BANK_37,10342,2024-09-30T00:47:16.987Z,NEFT,Transfer,,NORMAL
TX_12,BANK_14,BANK_1,31810,2024-10-01T13:57:45.394Z,NEFT,Transfer,,NORMAL
TX_259,BANK_98,BANK_42,8652,2024-10-03T00:41:06.396Z,NEFT,Transfer,,NORMAL
TX_192,BANK_56,BANK_89,1617,2024-10-05T01:42:52.139Z,UPI,Transfer,,NORMAL
TX_74,BANK_21,BANK_83,8340,2024-10-06T07:06:58.148Z,NEFT,Transfer,,NORMAL
TX_33,BANK_40,BANK_3,15123,2024-10-16T19:02:54.291Z,UPI,Transfer,,NORMAL
TX_381,BANK_75,BANK_56,24108,2024-10-27T09:03:49.267Z,UPI,Transfer,,NORMAL
TX_249,BANK_91,BANK_50,4794,2024-10-30T19:02:15.665Z,NEFT,Transfer,,NORMAL
TX_35,BANK_19,BANK_48,26783,2024-11-09T03:48:24.274Z,NEFT,Transfer,,NORMAL
TX_224,BANK_91,BANK_67,1994,2024-11-10T17:17:58.575Z,UPI,Transfer,,NORMAL
TX_197,BANK_21,BANK_75,35134,2024-11-14T04:06:21.757Z,NEFT,Transfer,,NORMAL
TX_220,BANK_24,BANK_48,9527,2024-11-15T16:13:05.862Z,UPI,Transfer,,NORMAL
TX_297,BANK_17,BANK_38,20124,2024-11-16T06:31:13.429Z,UPI,Transfer,,NORMAL
TX_244,BANK_34,BANK_98,32565,2024-11-17T10:00:20.394Z,UPI,Transfer,,NORMAL
TX_32,BANK_96,BANK_39,25014,2024-11-19T23:16:09.567Z,UPI,Transfer,,NORMAL
TX_146,BANK_11,BANK_13,35106,2024-11-20T14:33:21.503Z,UPI,Transfer,,NORMAL
TX_189,BANK_96,BANK_41,38124,2024-11-23T21:08:17.738Z,NEFT,Transfer,,NORMAL
TX_7,BANK_85,BANK_36,37860,2024-11-24T03:16:29.495Z,UPI,Transfer,,NORMAL
TX_345,BANK_36,BANK_68,39903,2024-11-25T04:10:43.320Z,UPI,Transfer,,NORMAL
TX_205,BANK_54,BANK_85,41410,2024-11-28T12:28:27.832Z,UPI,Transfer,,NORMAL
TX_163,BANK_41,BANK_25,36532,2024-12-04T07:23:47.582Z,NEFT,Transfer,,NORMAL
TX_287,BANK_53,BANK_35,21406,2024-12-08T19:02:56.176Z,UPI,Transfer,,NORMAL
TX_116,BANK_64,BANK_91,8232,2024-12-09T01:20:24.829Z,NEFT,Transfer,,NORMAL
