id,name_en,district_id,lat,lng
PS_138,Chitradurga Rural PS,DIST_10,12.9716,77.5946
PS_139,Mangalore City (Bunder) PS,DIST_11,12.9716,77.5946
PS_140,Mangalore North PS,DIST_11,12.9716,77.5946
PS_141,Mangalore South PS,DIST_11,12.9716,77.5946
PS_142,Mangalore East PS,DIST_11,12.9716,77.5946
PS_143,Mangalore West PS,DIST_11,12.9716,77.5946
PS_144,Ullal PS,DIST_11,12.9716,77.5946
PS_145,Davanagere Town PS,DIST_12,12.9716,77.5946
PS_146,Davanagere Rural PS,DIST_12,12.9716,77.5946
PS_147,Dharwad Town PS,DIST_13,12.9716,77.5946
PS_148,Dharwad Rural PS,DIST_13,12.9716,77.5946
PS_149,Gadag Town PS,DIST_14,12.9716,77.5946
PS_150,Gadag Rural PS,DIST_14,12.9716,77.5946
PS_151,Hassan Town PS,DIST_15,12.9716,77.5946
PS_152,Hassan Rural PS,DIST_15,12.9716,77.5946
PS_153,Haveri Town PS,DIST_16,12.9716,77.5946
PS_154,Haveri Rural PS,DIST_16,12.9716,77.5946
PS_155,Kalaburagi (Gulbarga) Town PS,DIST_17,12.9716,77.5946
PS_156,Kalaburagi (Gulbarga) Rural PS,DIST_17,12.9716,77.5946
PS_157,Kodagu Town PS,DIST_18,12.9716,77.5946
PS_158,Kodagu Rural PS,DIST_18,12.9716,77.5946
PS_159,Kolar Town PS,DIST_19,12.9716,77.5946
PS_160,Kolar Rural PS,DIST_19,12.9716,77.5946
PS_161,Koppal Town PS,DIST_20,12.9716,77.5946
PS_162,Koppal Rural PS,DIST_20,12.9716,77.5946
PS_163,Mandya Town PS,DIST_21,12.9716,77.5946
PS_164,Mandya Rural PS,DIST_21,12.9716,77.5946
PS_165,Devaraja PS,DIST_22,12.9716,77.5946
PS_166,Jayalakshmipuram PS,DIST_22,12.9716,77.5946
PS_167,Nazarbad PS,DIST_22,12.9716,77.5946
PS_168,Vijayanagar PS,DIST_22,12.9716,77.5946
PS_169,Krishnaraja PS,DIST_22,12.9716,77.5946
PS_170,Vidyaranyapuram PS,DIST_22,12.9716,77.5946
PS_171,Kuvempunagar PS,DIST_22,12.9716,77.5946
PS_172,Bannimantap PS,DIST_22,12.9716,77.5946
PS_173,Raichur Town PS,DIST_23,12.9716,77.5946
PS_174,Ramanagara Town PS,DIST_24,12.9716,77.5946
PS_175,Shivamogga Town PS,DIST_25,12.9716,77.5946
PS_176,Tumakuru Town PS,DIST_26,12.9716,77.5946
PS_177,Udupi Town PS,DIST_27,12.9716,77.5946
PS_178,Uttara Kannada Town PS,DIST_28,12.9716,77.5946
PS_179,Vijayanagara Town PS,DIST_29,12.9716,77.5946
PS_180,Vijayapura Town PS,DIST_30,12.9716,77.5946
PS_181,Yadgir Town PS,DIST_31,12.9716,77.5946
